名無し＠18歳未満の入場禁止 無断転載禁止<>age<>2022/12/21(水) 21:05:28.31 ID:2TRQ0TTW0<> という夢 <>サプライズゲスト：ラプラスダークネス 	
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:02.62 ID:TLUZ60gF0<> <a href="../test/read.cgi/livemegami/1671624328/225" rel="noopener noreferrer" target="_blank">&gt;&gt;225</a> <br> いないものと進んでるな <br> 何もなし <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:04.75 ID:gZG55Y7n0<> <a href="../test/read.cgi/livemegami/1671624328/219" rel="noopener noreferrer" target="_blank">&gt;&gt;219</a> <br> Vではない　普通にジム戦終わったら一緒に写真とる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:07.55 ID:lI/4QaDc0<> ハエち～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:09.68 ID:XAccwAth0<> ござるの頭を隠すな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:09.41 ID:Bg1LmHxl0<> (&#42022; &#5153; &#3232;&#77967;&#3232; &#5153; &#42022;)お～い！放流まだハグ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:12.24 ID:+mBMMQKW0<> とんかつ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:13.00 ID:V4whMjqA0<> <a href="../test/read.cgi/livemegami/1671624328/197" rel="noopener noreferrer" target="_blank">&gt;&gt;197</a> <br> たこ焼きに酸っぱいグミ入れる阿呆が今日はいないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:12.97 ID:1SWbsQUy0<> ルイには手伝って貰わなかったって報告いる？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:14.58 ID:NCtyr77i0<> アニメ媚びてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:14.59 ID:xalhLz7V0<> <a href="../test/read.cgi/livemegami/1671624328/256" rel="noopener noreferrer" target="_blank">&gt;&gt;256</a> <br> どんな顔だよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:15.09 ID:NUbleE7Y0<> ここでATMネタにできるやつがルイを救える <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:15.85 ID:LW/ocSvI0<> スタテンと違って準備いいなこより <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:15.98 ID:xbKhP4CL0<> <a href="../test/read.cgi/livemegami/1671624328/231" rel="noopener noreferrer" target="_blank">&gt;&gt;231</a> <br> まさかそんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:17.32 ID:sue5IKQW0<> ござるに写真被せないでもろて <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:17.22 ID:yqUXKwNj0<> <a href="../test/read.cgi/livemegami/1671624328/87" rel="noopener noreferrer" target="_blank">&gt;&gt;87</a> <br> わりと良いな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:17.62 ID:WwQPsKL80<> ナンジャモにすり寄る女 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:18.68 ID:UuFE0oKF0<> ござるも喋ってる！！！&#128518; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:18.87 ID:9JPojZZ90<> トンカツ！？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:20.06 ID:ZHD5SZID0<> <a href="../test/read.cgi/livemegami/1671624328/241" rel="noopener noreferrer" target="_blank">&gt;&gt;241</a> <br> らしいぞ <br> ただどのタイミングでいくのかはまだわからん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:20.97 ID:yIHhAvCQ0<> とんかつ屋のゴマって要らんよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:22.86 ID:GkESrFHn0<> なんかみんなよく喋るな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:23.44 ID:jLDwYsq+0<> ござるの透明感 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:24.26 ID:c/ceJSPo0<> 総帥のいないholoxってアロエのいない5期生みたいで味気ないよな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:27.32 ID:xalhLz7V0<> え、豆苗知らん…？？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:27.03 ID:yNfNP7lL0<> 実際のところ山ちゃんがこのまま卒業する確率って30％くらい？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:27.96 ID:Mglg9GPj0<> 山田に興味はないけど <br> はよこの場に帰ってこいよ…とはなる不思議 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:27.20 ID:iRc1bAG00<> <a href="../test/read.cgi/livemegami/1671624328/256" rel="noopener noreferrer" target="_blank">&gt;&gt;256</a> <br> かわいいプレゼント買ってあげたい <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:28.79 ID:oHbNVyem0<> 山田も中身のグループあるからいいやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:29.94 ID:ZTFJDeUr0<> 糖尿&#129300; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:29.48 ID:Hz4khj3p0<> やっぱり6期生は全員揃うといいね&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:31.73 ID:ubZwr+9H0<> たぁブチギレました <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:32.82 ID:RkWgDnn40<> <a href="../test/read.cgi/livemegami/1671624328/256" rel="noopener noreferrer" target="_blank">&gt;&gt;256</a> <br> 素敵な笑顔&#128522; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:33.06 ID:In1NPr/40<> 豆苗ってインコの餌じゃ無いの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:34.29 ID:i/TF1urd0<> あれみこち義務４万は？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:34.13 ID:9PviXfgI0<> かなたのライブってまた誰も知らないような曲ばっかし歌うの？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:34.76 ID:tSvX8LFs0<> 今配信しろって言った? <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:35.70 ID:1USIrPuQ0<> ござる前にでろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:36.34 ID:HOXEhAjT0<> ATMでチャット遅れないの草 <br> ルイ姉効いてるじゃんｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:37.86 ID:7yBaqtom0<> <a href="../test/read.cgi/livemegami/1671624328/240" rel="noopener noreferrer" target="_blank">&gt;&gt;240</a> <br> 最近稀に同接固まってる時あるわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:39.07 ID:NC4OymB00<> 糖尿はホロアン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:40.43 ID:0bjVyZCV0<> ( ^)o(^ )ﾋﾟｬｰｰｰｰ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:41.49 ID:NAZ9nA0J0<> ござる以外いらなくねこれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:41.22 ID:03Rec/Kg0<> <a href="../test/read.cgi/livemegami/1671624328/203" rel="noopener noreferrer" target="_blank">&gt;&gt;203</a> <br> おそらく中岡を動かすとやばそうな気配 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:41.54 ID:P+gz7qGz0<> ラプちゃん元気だせ <br> このスレで俺だけは味方だ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:42.98 ID:P31oQrPr0<> 6期クリスマス新衣装オフパか <br> もうこれ4人でやってく実績作りだろ外堀り埋まっていきます <br> ぷらすめいとは来年覚悟しとこう <br> https://i.imgur.com/A6GjMWu.jpg <br> https://i.imgur.com/OBkTIMP.jpg <br> https://i.imgur.com/m1eAloq.jpg <br> https://i.imgur.com/oU2Uu0y.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:44.21 ID:SOUx0E6X0<> ぺっさんくるぞ&#128548; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:45.08 ID:TLUZ60gF0<> 豆苗は鍋に入れんだろ～ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:46.38 ID:TwUdOHfH0<> とんかつ食いたくなってきた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:46.22 ID:2eCFCbBh0<> <a href="../test/read.cgi/livemegami/1671624328/233" rel="noopener noreferrer" target="_blank">&gt;&gt;233</a> <br> マリンの清掃員でも炎上したし <br> アムロレイプも炎上したし <br> すげーよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:47.99 ID:6j2TOffk0<> <a href="../test/read.cgi/livemegami/1671624328/285" rel="noopener noreferrer" target="_blank">&gt;&gt;285</a> <br> 俺はあれゴリゴリするの好き <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:49.23 ID:V4whMjqA0<> ござる豆苗が読めない <br> さかまた豆苗を知らない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:49.92 ID:Lr7C7Eom0<> BGM良っ！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:09:51.40 ID:OOF5BqyT0<> オフ鍋決まったのって山田休止後？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:53.16 ID:IL66VvIa0<> <a href="../test/read.cgi/livemegami/1671624328/256" rel="noopener noreferrer" target="_blank">&gt;&gt;256</a> <br> 後ろになんかいてシコれない&#128557; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:53.20 ID:F1Yadn1m0<> ござる何かきょどってない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:54.62 ID:esj7j7kP0<> <a href="../test/read.cgi/livemegami/1671624328/252" rel="noopener noreferrer" target="_blank">&gt;&gt;252</a> <br> 笑点で座布団運ぶので忙しいって <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:54.91 ID:Qzi5pf/r0<> あくあようやくテンション上がってきたやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:54.46 ID:8Ts0KBWZ0<> <a href="../test/read.cgi/livemegami/1671624328/256" rel="noopener noreferrer" target="_blank">&gt;&gt;256</a> <br> どの角度でも可愛い&#128523; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:55.04 ID:eLQgatsx0<> 街のBGM良っ！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:54.72 ID:d2rYfxFJ0<> ぺこちゃん収録終わりました <br>  <br> うさぎの裏垢 <br> @uraakapeko <br> 収録終わって今帰ってる三⊂(  ･ω･ )⊃ <br> 午後9:09 ・ 2022年12月21日 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:55.98 ID:yHIIZmu00<> 草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:56.52 ID:GYDvE8n60<> BGM良っ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:09:58.20 ID:Aah1NJrO0<> ATMがNGワードｗ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:00.60 ID:HqY2AoQ30<> 山田哲人いらんな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:00.65 ID:mXLoTIKI0<> ござる～&#129392; <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:01.41 ID:H3GWc52R0<> BGM良っ！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:03.32 ID:EC4QvWRs0<> いろはのトナカイになりたい&#129433; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:03.41 ID:nXt9U/AK0<> 同期で話してるときござるって全く喋らないけど誰も話し振らないのってさ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:04.10 ID:j00HBDKJ0<> ATMガチ？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:05.18 ID:I20wtYMf0<> こより料理できるのかよ <br> 結婚してくれ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:06.97 ID:sue5IKQW0<> 鉄腕ATM <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:09.10 ID:GaUJY9uR0<> 今日はテンションバグってるけどなんでやろか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:10.46 ID:s2KnZKnQ0<> ？？？「……てか､？？？ちゃん､もっと元気出して喋りなよ」 <br> ？？？「……喋りたくない …ダルい …つーかマジ今機嫌悪い」 <br> ？？？「……何？ 何か言いたい事あるならはっきり言いなよ」 <br> ？？？「疲れてるだけだよ！」 <br> ？？？「……はぁ？」 <br> ？？「……あぁ？」 <br>  <br> 気まずい沈黙 <br>  <br> ？？？(オロオロ） <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:11.42 ID:oPrQscLP0<> ござるえっど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:11.71 ID:F1LneHjA0<> ござるから目が離せない <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:11.97 ID:w4P0YgZv0<> 一時間越えてようやく1ぴゃー <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:12.56 ID:eeqsPoWu0<> BGM良っ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:12.60 ID:HNHfcm520<> なんか今日ござるの気配なくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:12.96 ID:EF6eVVaV0<> 山田が食べたくても食べられなかったネンビ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:13.77 ID:NCtyr77i0<> bgm良っ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:14.73 ID:i/TF1urd0<> あと２時間続けて良いぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:15.77 ID:UuFE0oKF0<> ござる前のめりで草 <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:18.17 ID:kGb2YlHG0<> 鷹オバ失言しろ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:18.47 ID:NUbleE7Y0<> <a href="../test/read.cgi/livemegami/1671624328/298" rel="noopener noreferrer" target="_blank">&gt;&gt;298</a> <br> 中華屋で豆苗炒め頼むとうまいぞ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:20.30 ID:XZtJVcvF0<> けど山田がいないとつまらなくない？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:22.84 ID:ZztJxdV30<> 一人BBAのサンタコスいるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:22.99 ID:EDcvYYYE0<> いろはだいぶしゃべれてるな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:23.93 ID:5+TBxcLL0<> なんか4人でちょうどよくね？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:24.46 ID:NC4OymB00<> ござる角度完璧すぎだろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:24.23 ID:xKvD8Q0Z0<> スバル「言っちゃった！」 <br>  <br> ん…？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:25.44 ID:XAccwAth0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> 本当多忙やな <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:25.60 ID:OOF5BqyT0<> <a href="../test/read.cgi/livemegami/1671624328/285" rel="noopener noreferrer" target="_blank">&gt;&gt;285</a> <br> いるけど <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:27.57 ID:MQjouZQn0<> <a href="../test/read.cgi/livemegami/1671624328/329" rel="noopener noreferrer" target="_blank">&gt;&gt;329</a> <br> 三振するだけのカスだからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:28.18 ID:vz78LlYc0<> 誰が王か言ってみろ <br> https://i.imgur.com/PgmrdEj.jpg <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:31.20 ID:eLQgatsx0<> <a href="../test/read.cgi/livemegami/1671624328/284" rel="noopener noreferrer" target="_blank">&gt;&gt;284</a> <br> スバルみこ待ちっぽいんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:33.07 ID:NAZ9nA0J0<> ござる以外黙れよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:34.00 ID:qCKiuk1q0<> <a href="../test/read.cgi/livemegami/1671624328/314" rel="noopener noreferrer" target="_blank">&gt;&gt;314</a> <br> ぺこみこも崩壊させたし５期も崩壊しかけた <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:34.68 ID:2grH7Tp50<> <a href="../test/read.cgi/livemegami/1671624328/267" rel="noopener noreferrer" target="_blank">&gt;&gt;267</a> <br> 普通にYouTuberか <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:35.98 ID:yIHhAvCQ0<> <a href="../test/read.cgi/livemegami/1671624328/315" rel="noopener noreferrer" target="_blank">&gt;&gt;315</a> <br> ゴリゴリするのは好きだけど付けなくていいかなってなっちゃう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:36.77 ID:erf8+oT30<> 4人でコラボしたら一人ハブいてるみたいで感じ悪いわ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:37.26 ID:xalhLz7V0<> 闇鍋なんだから暗い中でやれよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:37.16 ID:dJwFMlZF0<> なぁ、 <br>  <br>  <br>  <br> スタテンより6期生の方が楽しそう <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:38.25 ID:KKojDerd0<> ラヴィちゃん生誕祭だぞ！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:38.97 ID:EC4QvWRs0<> <a href="../test/read.cgi/livemegami/1671624328/333" rel="noopener noreferrer" target="_blank">&gt;&gt;333</a> <br> 山ちゃんがいたらなぁ&#129394; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:39.26 ID:XlyeIuqm0<> <a href="../test/read.cgi/livemegami/1671624328/348" rel="noopener noreferrer" target="_blank">&gt;&gt;348</a> <br> お前だろ失言してんの <>
名無し＠18歳未満の入場禁止 無断転載禁止<><>2022/12/21(水) 21:10:39.63 ID:wyoH6Vie0<> 今日景気いいな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:39.97 ID:PihDBdVG0<> 山田がいないと楽しそうだな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:41.19 ID:im6L/Uxj0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> ⊂二二二（　＾ω＾）二⊃ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:42.48 ID:WkEHjr630<> タコやべえ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:45.03 ID:Q78n0bB50<> holoX雰囲気いいな&#129303; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:45.53 ID:1SWbsQUy0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> たぁの家に向かってんのか&#9786; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:45.15 ID:HBoQgWne0<> ぺこちゃん収録終わりました <br>  <br> うさぎの裏垢 <br> @uraakapeko <br> 収録終わって今帰ってる三⊂(&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)⊃ <br> 午後9:09 ・ 2022年12月21日 <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:45.22 ID:kKT52G2i0<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> ハジドラです&#128513; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:46.08 ID:ZHD5SZID0<> スバルはもっとBGM良！をだせよ <br> 弄られてから頻度少なくなって日和ってんじゃねーのか？ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:46.49 ID:jqbuDOgZ0<> たこ焼きが爆発して笑う <br> これでいいんだよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:47.03 ID:UsqLnA1o0<> <a href="../test/read.cgi/livemegami/1671624328/353" rel="noopener noreferrer" target="_blank">&gt;&gt;353</a> <br> 山田がいるとござるが喋らないからな <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:48.66 ID:GaUJY9uR0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> うんうん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:50.19 ID:oPrQscLP0<> こよりの髪がござるを隠すんだが <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:50.02 ID:uaME05bL0<> 酔ったおかゆの可愛さがやべーな <br> メン限こんな感じなの？おにぎりゃーになっちゃうよ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:50.26 ID:5YnOXjmU0<> ござるこよちゃんから信頼されてます <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:51.04 ID:Hz4khj3p0<> <a href="../test/read.cgi/livemegami/1671624328/325" rel="noopener noreferrer" target="_blank">&gt;&gt;325</a> <br> ブーン <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:56.78 ID:ubZwr+9H0<> スタテンここへ来てようやく盛り上がる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:57.82 ID:NC4OymB00<> <a href="../test/read.cgi/livemegami/1671624328/377" rel="noopener noreferrer" target="_blank">&gt;&gt;377</a> <br> (&#5153; o&#820;&#822;&#823;&#804; &#65228; o&#820;&#822;&#823;&#804; &#5153;)！？！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:10:57.86 ID:WwQPsKL80<> <a href="../test/read.cgi/livemegami/1671624328/310" rel="noopener noreferrer" target="_blank">&gt;&gt;310</a> <br> いっつも思うんだが <br> なんで辞めたほうが本人幸せと思えないんだ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:00.83 ID:Jy7OSc/L0<> あくたんに配信意識がある <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:01.39 ID:XvgBrG3s0<> 山田おらんとつまらんのはある <br> 全員普通すぎる <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:03.06 ID:0bjVyZCV0<> <a href="../test/read.cgi/livemegami/1671624328/338" rel="noopener noreferrer" target="_blank">&gt;&gt;338</a> <br> デマ拡散やめろ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:04.26 ID:cNsyVtTo0<> <a href="../test/read.cgi/livemegami/1671624328/338" rel="noopener noreferrer" target="_blank">&gt;&gt;338</a> <br> おいやめろ&#128545; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:04.00 ID:2Bc+88lS0<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> 山本大介です… <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:04.58 ID:AOhQ+kPo0<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> ハジドラすげえええええええええええ！！！！！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:05.54 ID:IL66VvIa0<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> みんなオワドラ以下&#128546; <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:05.40 ID:2p0mYQY30<> <a href="../test/read.cgi/livemegami/1671624328/359" rel="noopener noreferrer" target="_blank">&gt;&gt;359</a> <br> 山ちゃん、村井と岩井とコラボで6万超えてるじゃん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:08.46 ID:UoFhpFZf0<> クッキーかガトーショコラこい！ <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:09.62 ID:NAZ9nA0J0<> ござるしかカワボいないやん <>
名無し＠18歳未満の入場禁止 無断転載禁止<>sage<>2022/12/21(水) 21:11:11.63 ID:1USIrPuQ0<> ホロックスの雰囲気良っ！！ <>
